id,identifier,category,country_code,text,multi_label,label,text_length
4016,@@19077093,poor-families,in,"Bhopal : Students of government school the state are still deprived of textbook even though the new academic session ha begun . While student of private school are fast covering their syllabus , government school student , who mostly belong to poor family , are lagging behind due official apathy . Parents said that they are visiting the market almost every day but shopkeeper say that book have not been supplied to them so far . `` The school education department wa quick to adopt the NCERT syllabus from new academic session , but could not supply new book in the market on time . Our child are wasting time going to school without book , `` said Ram Gopal , one parent .",0,0,690
4017,@@22867761,refugee,my,"Under an agreement signed last week , Myanmar is set to receive Rohingya refugee from Bangladesh at two reception centre and a temporary camp near their common border starting on Tuesday and continuing over the next two year .",0,0,229
4018,@@18693272,hopeless,jm,No official statement wa taken and so no investigation will be done . My friend left the station dejected and hopeless . She went back to the location in the night with a couple of her relative to see if they could find the culprit but did not find anyone .,0,0,259
4019,@@17147273,immigrant,sg,"We will also need to decide how many immigrant to admit . In the 1990s , congresswoman Barbara Jordan immigration commission recommended an annual target of 550,000 immigrant . That would be a cut , but it may be preferable to the alternative , which could mean shutting off the flow altogether .",0,0,301
4020,@@20852200,refugee,in,"Indian border force have apprehended only 12 Rohingya refugee in the past month who infiltrated into India via Bangladesh , at a time when almost 4 lakh refugee fled to Bangladesh from Myanmar . Speaking to a select group of journalist this week KK Sharma , director-general BSF , said .",0,0,291
4021,@@23150359,vulnerable,au,"In this wave , a many a 20 % of job `` from all sector `` could be affected , but the financial service sector is still expected to be hit harder than most . Women are still slightly more vulnerable during this phase , a are those without graduate-level qualification .",0,0,273
4022,@@1878890,homeless,ke,The ' al-Shabaab ' militant group had destroyed the town ? infrastructure leaving nothing for the returning resident that they had rendered homeless .,0,0,152
4024,@@22668501,poor-families,ph,"DSWD , through it Field Office in Central Visayas , partnered with Japan International Cooperation Agency ( JICA ) and the local government of Siquijor to implement the `` Kwarta sa Basura `` project , which aim to recycle solid waste and turn it into usable material that can be a source of livelihood for poor family in barangays Caticugan and Dumanjug in Siquijor .",1,0,371
4025,@@23703668,in-need,nz,"He wrote that there are le restrictive way to deal with the issue of teen sexting . For example , he said , Illinois court may find a minor involved in sexting to be in need of supervision , and may order counseling or community service . Vermont ha a specific statute for sexting that call for a juvenile diversion program , expunges the charge once the child is 18 , and specifically excludes registration a a sex offender .",0,0,433
4026,@@22878885,poor-families,ie,"Although now a source of pride for the country , in the 1950s it wa labelled the `` shame of Italy `` , with thousand of poor family crammed into small cave . Since they were moved to more suitable dwelling , the area ha enjoyed a renaissance .",0,0,249
4027,@@7768075,migrant,bd,EU agrees migrant deal to put to Turkey,0,0,39
4028,@@16944000,migrant,ke,"He said that , faced with limited capacity for holding immigrant in detention facility , they could be calculating that unaccompanied child who are being looked after by family member are not going to be a burden .",0,0,221
4029,@@16654492,disabled,gb,Officials want to remodel the property facade to eliminate it draw a a shrine for admirer of the Nazi dictator and to offer it to an agency that run workshop for disabled people .,0,0,187
4030,@@18434648,hopeless,au,"Thiem first serve percentage may be hovering around 20 % - which , for the untrained tennis mind , is hopelessly low -- but his groundstrokes are on point . He hold .",0,0,169
4031,@@2222945,in-need,us,"Ping-Pong might have helped the U.S. and China break barrier in the early 1970s . But ha Dennis Rodman mystery tour through North Korea been sport diplomacy -- or propaganda ? With 16 million North Koreans in need of food , according to a U.N . report , and 130,000 being held a political prisoner , you might wonder if U.S. and North Korean athlete need to recognize their common humanity on the basketball court so much a the North Korean regime need to see the humanity of it own people .",0,0,503
4032,@@23858299,hopeless,hk,"However , in it premeditation , hopelessly naive execution , bungled cover-up and shame-faced apology , this Australian team ha not merely invited scorn and ridicule .",0,0,170
4033,@@17374034,immigrant,sg,"METZ , France ( Reuters ) - Turkish Foreign Minister Mevlut Cavusoglu said on Sunday the Netherlands wa the `` capital of fascism `` during a speech in France , a a dispute over Ankara political campaigning among Turkish immigrant in Europe continues to simmer .",0,0,266
4034,@@15203695,hopeless,lk,"Sri Lankan villager are today divided so hopelessly due to green , blue and red party politics . Fortunately , LLRC did not buy the `` Horowitz path `` of devolution which would `` empower `` Tamil separatist politician . LLRC promoted meaningful empowerment of people at the village level to deal with social , economic and spatial inequity prevalent in the island , but it did not propose a mechanism .",0,0,404
4035,@@24347142,in-need,ph,"Soon after , Green wa a regular with the Relief Gang on off day , doing everything from unloading supply at a warehouse the city temporarily allowed them to use , to meeting with family in need and working with the Rockets to secure corporate assistance from company such a Rooms To Go .",0,0,296
